tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency
39570235,395702350,965127,456554,othmaint,non_mandatory,12.0,9.0,10.0,10.0,WALK_LRF,,,,85,
39579342,395793420,965349,456604,shopping,non_mandatory,21.0,9.0,17.0,17.0,WALK_LOC,,,,162,
39579419,395794190,965351,456604,othmaint,non_mandatory,19.0,9.0,18.0,20.0,BIKE,,,,171,
39582393,395823930,965424,456621,escort,non_mandatory,9.0,9.0,7.0,7.0,WALK,,,,37,
39582394,395823940,965424,456621,escort,non_mandatory,11.0,9.0,17.0,17.0,SHARED2FREE,,,,162,
45199573,451995730,1102428,484574,othdiscr,non_mandatory,11.0,8.0,7.0,14.0,WALK,,,,44,
45199622,451996220,1102429,484574,shopping,non_mandatory,11.0,8.0,10.0,15.0,BIKE,,,,90,
45199623,451996230,1102429,484574,shopping,non_mandatory,2.0,8.0,16.0,16.0,WALK,,,,154,
45199658,451996580,1102430,484574,othmaint,non_mandatory,6.0,8.0,12.0,13.0,WALK,,,,113,
45203758,452037580,1102530,484594,othmaint,non_mandatory,12.0,9.0,16.0,17.0,WALK,,,,155,
45206199,452061990,1102590,484606,escort,non_mandatory,1.0,9.0,10.0,10.0,TNC_SHARED,,,,85,
45206322,452063220,1102593,484606,escort,non_mandatory,17.0,9.0,14.0,17.0,TNC_SHARED,,,,138,
45206606,452066060,1102600,484608,eatout,non_mandatory,7.0,9.0,8.0,19.0,WALK,,,,65,
45219237,452192370,1102908,484670,escort,non_mandatory,25.0,17.0,17.0,17.0,TNC_SINGLE,,,,162,
45219253,452192530,1102908,484670,othdiscr,non_mandatory,14.0,17.0,18.0,21.0,WALK_LRF,,,,172,
45219319,452193190,1102910,484670,escort,non_mandatory,11.0,17.0,7.0,7.0,TNC_SHARED,,,,37,
45220098,452200980,1102929,484675,escort,non_mandatory,18.0,17.0,6.0,7.0,TNC_SINGLE,,,,20,
45220237,452202370,1102932,484675,othdiscr,non_mandatory,9.0,17.0,18.0,22.0,WALK_LRF,,,,173,
45220238,452202380,1102932,484675,othdiscr,non_mandatory,12.0,17.0,22.0,23.0,WALK,,,,188,
45221188,452211880,1102955,484680,shopping,non_mandatory,5.0,21.0,18.0,19.0,BIKE,,,,170,
45222514,452225140,1102988,484686,eatout,non_mandatory,7.0,25.0,17.0,20.0,WALK,,,,165,
49225125,492251250,1200612,503499,shopping,non_mandatory,22.0,5.0,16.0,20.0,SHARED3FREE,,,,158,
49227708,492277080,1200675,503562,shopping,non_mandatory,11.0,25.0,10.0,13.0,SHARED3FREE,,,,88,
51753964,517539640,1262291,565178,shopping,non_mandatory,13.0,2.0,12.0,17.0,WALK,,,,117,
51754735,517547350,1262310,565197,othdiscr,non_mandatory,17.0,3.0,19.0,22.0,WALK,,,,178,
51755842,517558420,1262337,565224,othdiscr,non_mandatory,24.0,3.0,7.0,18.0,WALK,,,,48,
51757080,517570800,1262367,565254,shopping,non_mandatory,2.0,5.0,9.0,14.0,WALK,,,,75,
51757081,517570810,1262367,565254,shopping,non_mandatory,19.0,5.0,16.0,17.0,DRIVEALONEFREE,,,,155,
51758860,517588600,1262411,565298,escort,non_mandatory,7.0,5.0,7.0,8.0,WALK,,,,38,
51760150,517601500,1262442,565329,othmaint,non_mandatory,9.0,5.0,12.0,16.0,WALK_LOC,,,,116,
51762987,517629870,1262511,565398,social,non_mandatory,9.0,6.0,14.0,15.0,WALK_LOC,,,,136,
51763673,517636730,1262528,565415,othdiscr,non_mandatory,2.0,6.0,10.0,18.0,WALK,,,,93,
51767986,517679860,1262633,565520,shopping,non_mandatory,19.0,6.0,14.0,14.0,SHARED2FREE,,,,135,
51771228,517712280,1262712,565599,social,non_mandatory,7.0,6.0,12.0,13.0,WALK,,,,113,
51772983,517729830,1262755,565642,othmaint,non_mandatory,2.0,7.0,5.0,13.0,WALK,,,,8,
51772984,517729840,1262755,565642,othmaint,non_mandatory,16.0,7.0,15.0,17.0,WALK_LOC,,,,147,
51774013,517740130,1262780,565667,shopping,non_mandatory,11.0,7.0,10.0,14.0,WALK,,,,89,
51776017,517760170,1262829,565716,othmaint,non_mandatory,8.0,7.0,10.0,13.0,WALK,,,,88,
51779384,517793840,1262911,565798,shopping,non_mandatory,16.0,7.0,9.0,17.0,WALK_LOC,,,,78,
51787330,517873300,1263105,565992,othdiscr,non_mandatory,5.0,7.0,16.0,16.0,DRIVEALONEFREE,,,,154,
51789361,517893610,1263155,566042,eatout,non_mandatory,7.0,7.0,7.0,16.0,WALK,,,,46,
51790405,517904050,1263180,566067,othdiscr,non_mandatory,9.0,7.0,9.0,17.0,WALK,,,,78,
51792832,517928320,1263239,566126,shopping,non_mandatory,7.0,7.0,13.0,14.0,WALK,,,,125,
51792835,517928350,1263239,566126,social,non_mandatory,7.0,7.0,16.0,16.0,WALK,,,,154,
51793521,517935210,1263256,566143,othdiscr,non_mandatory,5.0,7.0,15.0,21.0,BIKE,,,,151,
51793502,517935020,1263256,566143,eatout,non_mandatory,5.0,7.0,14.0,15.0,WALK,,,,136,
51799146,517991460,1263393,566280,shopping,non_mandatory,22.0,8.0,16.0,19.0,WALK_LRF,,,,157,
51803451,518034510,1263498,566385,shopping,non_mandatory,5.0,8.0,11.0,13.0,WALK,,,,101,
51803607,518036070,1263502,566389,othdiscr,non_mandatory,5.0,8.0,13.0,19.0,WALK,,,,130,
51804818,518048180,1263532,566419,eatout,non_mandatory,12.0,8.0,12.0,12.0,SHARED2FREE,,,,112,
51807893,518078930,1263607,566494,eatout,non_mandatory,9.0,8.0,11.0,19.0,WALK,,,,107,
51809642,518096420,1263649,566536,shopping,non_mandatory,11.0,8.0,16.0,16.0,WALK,,,,154,
51813592,518135920,1263746,566633,eatout,non_mandatory,21.0,8.0,7.0,14.0,WALK,,,,44,
51814401,518144010,1263765,566652,social,non_mandatory,9.0,8.0,8.0,22.0,WALK,,,,68,
51815008,518150080,1263780,566667,othmaint,non_mandatory,22.0,8.0,8.0,19.0,WALK_LRF,,,,65,
51817186,518171860,1263833,566720,shopping,non_mandatory,11.0,8.0,11.0,13.0,WALK,,,,101,
51820357,518203570,1263911,566798,eatout,non_mandatory,22.0,8.0,14.0,20.0,WALK,,,,141,
51821740,518217400,1263944,566831,social,non_mandatory,24.0,8.0,10.0,13.0,WALK,,,,88,
51821874,518218740,1263948,566835,eatout,non_mandatory,5.0,8.0,9.0,16.0,WALK,,,,77,
51822836,518228360,1263971,566858,othdiscr,non_mandatory,13.0,8.0,8.0,12.0,WALK,,,,58,
51823533,518235330,1263988,566875,othdiscr,non_mandatory,5.0,8.0,12.0,18.0,WALK,,,,118,
51828051,518280510,1264098,566985,shopping,non_mandatory,5.0,9.0,15.0,15.0,DRIVEALONEFREE,,,,145,
51828046,518280460,1264098,566985,othmaint,non_mandatory,9.0,9.0,11.0,14.0,WALK,,,,102,
51828024,518280240,1264098,566985,eatout,non_mandatory,11.0,9.0,15.0,17.0,WALK,,,,147,
51828830,518288300,1264117,567004,shopping,non_mandatory,8.0,9.0,9.0,12.0,WALK,,,,73,
51829194,518291940,1264126,567013,othmaint,non_mandatory,24.0,9.0,10.0,15.0,WALK_LRF,,,,90,
51829202,518292020,1264126,567013,social,non_mandatory,11.0,9.0,18.0,21.0,WALK,,,,172,
51829396,518293960,1264131,567018,othdiscr,non_mandatory,9.0,9.0,12.0,22.0,WALK,,,,122,
51829691,518296910,1264138,567025,shopping,non_mandatory,13.0,9.0,15.0,16.0,WALK_LRF,,,,146,
51829806,518298060,1264141,567028,othdiscr,non_mandatory,7.0,9.0,7.0,12.0,WALK,,,,42,
51832233,518322330,1264200,567087,shopping,non_mandatory,11.0,9.0,16.0,18.0,WALK,,,,156,
51833212,518332120,1264224,567111,othmaint,non_mandatory,4.0,9.0,8.0,11.0,WALK,,,,57,
51833381,518333810,1264228,567115,shopping,non_mandatory,11.0,9.0,13.0,15.0,WALK,,,,126,
51833382,518333820,1264228,567115,shopping,non_mandatory,16.0,9.0,17.0,17.0,SHARED2FREE,,,,162,
51835800,518358000,1264287,567174,shopping,non_mandatory,4.0,9.0,9.0,15.0,WALK,,,,76,
51835801,518358010,1264287,567174,shopping,non_mandatory,5.0,9.0,15.0,16.0,WALK,,,,146,
51838096,518380960,1264343,567230,shopping,non_mandatory,5.0,9.0,14.0,15.0,WALK,,,,136,
51838097,518380970,1264343,567230,shopping,non_mandatory,11.0,9.0,15.0,15.0,WALK,,,,145,
51841420,518414200,1264424,567311,social,non_mandatory,9.0,9.0,15.0,16.0,WALK,,,,146,
51844574,518445740,1264501,567388,shopping,non_mandatory,11.0,9.0,13.0,14.0,WALK,,,,125,
51844547,518445470,1264501,567388,eatout,non_mandatory,21.0,9.0,16.0,16.0,WALK,,,,154,
51848527,518485270,1264598,567485,escort,non_mandatory,16.0,9.0,9.0,10.0,WALK,,,,71,
51848551,518485510,1264598,567485,shopping,non_mandatory,1.0,9.0,15.0,17.0,WALK_LRF,,,,147,
51848552,518485520,1264598,567485,shopping,non_mandatory,16.0,9.0,18.0,20.0,SHARED2FREE,,,,171,
51848546,518485460,1264598,567485,othmaint,non_mandatory,4.0,9.0,11.0,13.0,WALK,,,,101,
51849650,518496500,1264625,567512,othdiscr,non_mandatory,9.0,9.0,8.0,13.0,WALK,,,,59,
51850970,518509700,1264657,567544,shopping,non_mandatory,19.0,9.0,9.0,10.0,WALK,,,,71,
51852479,518524790,1264694,567581,othdiscr,non_mandatory,25.0,10.0,12.0,14.0,WALK_LOC,,,,114,
51853570,518535700,1264721,567608,escort,non_mandatory,8.0,10.0,8.0,8.0,SHARED2FREE,,,,54,
51856423,518564230,1264790,567677,shopping,non_mandatory,11.0,10.0,11.0,11.0,WALK,,,,99,
51856415,518564150,1264790,567677,othdiscr,non_mandatory,9.0,10.0,14.0,18.0,WALK,,,,139,
51862811,518628110,1264946,567833,othdiscr,non_mandatory,10.0,10.0,10.0,17.0,WALK,,,,92,
51868185,518681850,1265077,567964,othmaint,non_mandatory,2.0,10.0,7.0,16.0,WALK,,,,46,
51868182,518681820,1265077,567964,othdiscr,non_mandatory,4.0,10.0,16.0,20.0,WALK,,,,158,
51868163,518681630,1265077,567964,eatout,non_mandatory,16.0,10.0,16.0,16.0,SHARED2FREE,,,,154,
51873698,518736980,1265212,568099,eatout,non_mandatory,11.0,11.0,11.0,14.0,WALK,,,,102,
51875160,518751600,1265247,568134,shopping,non_mandatory,17.0,11.0,15.0,15.0,DRIVEALONEFREE,,,,145,
51877287,518772870,1265299,568186,othmaint,non_mandatory,1.0,11.0,20.0,22.0,WALK_LRF,,,,182,
51879337,518793370,1265349,568236,othmaint,non_mandatory,9.0,11.0,12.0,15.0,WALK_LOC,,,,115,
51879334,518793340,1265349,568236,othdiscr,non_mandatory,2.0,11.0,9.0,11.0,WALK,,,,72,
51879547,518795470,1265354,568241,shopping,non_mandatory,11.0,11.0,8.0,10.0,WALK,,,,56,
51879539,518795390,1265354,568241,othdiscr,non_mandatory,9.0,11.0,14.0,16.0,WALK,,,,137,
51879744,518797440,1265359,568246,othdiscr,non_mandatory,21.0,11.0,8.0,14.0,WALK,,,,60,
51882204,518822040,1265419,568306,othdiscr,non_mandatory,9.0,11.0,9.0,23.0,WALK,,,,84,
51883311,518833110,1265446,568333,othdiscr,non_mandatory,2.0,12.0,10.0,16.0,WALK,,,,91,
51883729,518837290,1265456,568343,shopping,non_mandatory,4.0,12.0,10.0,20.0,WALK,,,,95,
51887132,518871320,1265539,568426,shopping,non_mandatory,16.0,15.0,14.0,14.0,WALK,,,,135,
51888816,518888160,1265580,568467,social,non_mandatory,14.0,16.0,9.0,17.0,WALK_LOC,,,,78,
51888817,518888170,1265580,568467,social,non_mandatory,16.0,16.0,19.0,19.0,WALK,,,,175,
51889633,518896330,1265600,568487,shopping,non_mandatory,23.0,16.0,20.0,20.0,WALK,,,,180,
51890098,518900980,1265612,568499,eatout,non_mandatory,16.0,16.0,12.0,22.0,WALK,,,,122,
51890166,518901660,1265613,568500,shopping,non_mandatory,5.0,16.0,10.0,10.0,WALK,,,,85,
51890167,518901670,1265613,568500,shopping,non_mandatory,5.0,16.0,18.0,18.0,WALK,,,,169,
51890169,518901690,1265613,568500,social,non_mandatory,15.0,16.0,15.0,15.0,WALK,,,,145,
51894261,518942610,1265713,568600,othmaint,non_mandatory,16.0,16.0,10.0,14.0,WALK,,,,89,
51895991,518959910,1265755,568642,social,non_mandatory,12.0,16.0,9.0,10.0,WALK_LOC,,,,71,
51897259,518972590,1265786,568673,shopping,non_mandatory,19.0,16.0,11.0,14.0,WALK,,,,102,
51897869,518978690,1265801,568688,othmaint,non_mandatory,16.0,16.0,16.0,20.0,WALK,,,,158,
51899080,518990800,1265831,568718,escort,non_mandatory,16.0,16.0,8.0,12.0,WALK,,,,58,
51900389,519003890,1265863,568750,eatout,non_mandatory,16.0,17.0,9.0,17.0,WALK,,,,78,
51901843,519018430,1265898,568785,othdiscr,non_mandatory,20.0,17.0,9.0,20.0,WALK_LRF,,,,81,
51902999,519029990,1265926,568813,shopping,non_mandatory,16.0,17.0,12.0,14.0,WALK,,,,114,
51905131,519051310,1265978,568865,shopping,non_mandatory,5.0,17.0,13.0,13.0,WALK_LRF,,,,124,
51907140,519071400,1266027,568914,shopping,non_mandatory,16.0,17.0,11.0,16.0,WALK,,,,104,
51907955,519079550,1266047,568934,othmaint,non_mandatory,16.0,18.0,13.0,13.0,DRIVEALONEFREE,,,,124,
51908794,519087940,1266068,568955,eatout,non_mandatory,5.0,18.0,6.0,15.0,WALK,,,,28,
51908835,519088350,1266069,568956,eatout,non_mandatory,21.0,18.0,15.0,23.0,WALK,,,,153,
51909070,519090700,1266074,568961,social,non_mandatory,16.0,18.0,12.0,15.0,WALK,,,,115,
51909327,519093270,1266081,568968,eatout,non_mandatory,16.0,18.0,9.0,13.0,WALK,,,,74,
51910109,519101090,1266100,568987,escort,non_mandatory,16.0,18.0,15.0,16.0,TNC_SHARED,,,,146,
51910576,519105760,1266111,568998,othdiscr,non_mandatory,10.0,18.0,11.0,19.0,WALK,,,,107,
51912651,519126510,1266162,569049,escort,non_mandatory,8.0,20.0,8.0,11.0,WALK,,,,57,
51912678,519126780,1266162,569049,social,non_mandatory,20.0,20.0,15.0,15.0,WALK,,,,145,
51913203,519132030,1266175,569062,othmaint,non_mandatory,12.0,20.0,8.0,16.0,WALK,,,,62,
51914192,519141920,1266199,569086,shopping,non_mandatory,15.0,20.0,15.0,17.0,WALK_LRF,,,,147,
51917672,519176720,1266284,569171,othmaint,non_mandatory,13.0,20.0,8.0,9.0,TNC_SINGLE,,,,55,
51919071,519190710,1266318,569205,shopping,non_mandatory,24.0,20.0,10.0,14.0,WALK,,,,89,
51919768,519197680,1266335,569222,shopping,non_mandatory,19.0,20.0,12.0,17.0,WALK,,,,117,
51920096,519200960,1266343,569230,shopping,non_mandatory,22.0,20.0,11.0,13.0,SHARED2FREE,,,,101,
51920711,519207110,1266358,569245,shopping,non_mandatory,16.0,20.0,13.0,13.0,DRIVEALONEFREE,,,,124,
51920703,519207030,1266358,569245,othdiscr,non_mandatory,8.0,20.0,17.0,18.0,WALK,,,,163,
51920752,519207520,1266359,569246,shopping,non_mandatory,17.0,20.0,9.0,15.0,WALK,,,,76,
51921851,519218510,1266386,569273,othdiscr,non_mandatory,10.0,20.0,12.0,15.0,WALK,,,,115,
51922720,519227200,1266407,569294,shopping,non_mandatory,5.0,20.0,16.0,16.0,DRIVEALONEFREE,,,,154,
51923245,519232450,1266420,569307,othdiscr,non_mandatory,9.0,20.0,9.0,12.0,WALK,,,,73,
51924106,519241060,1266441,569328,othdiscr,non_mandatory,9.0,20.0,10.0,20.0,WALK,,,,95,
51924664,519246640,1266455,569342,escort,non_mandatory,11.0,20.0,8.0,10.0,WALK,,,,56,
51924665,519246650,1266455,569342,escort,non_mandatory,2.0,20.0,14.0,15.0,SHARED3FREE,,,,136,
51924688,519246880,1266455,569342,shopping,non_mandatory,6.0,20.0,16.0,23.0,WALK,,,,161,
51924811,519248110,1266458,569345,shopping,non_mandatory,5.0,20.0,10.0,15.0,WALK,,,,90,
51930592,519305920,1266599,569486,shopping,non_mandatory,11.0,20.0,15.0,16.0,WALK,,,,146,
51931330,519313300,1266617,569504,shopping,non_mandatory,16.0,20.0,12.0,13.0,WALK,,,,113,
51932451,519324510,1266645,569532,eatout,non_mandatory,20.0,20.0,11.0,14.0,WALK,,,,102,
51935963,519359630,1266730,569617,shopping,non_mandatory,11.0,21.0,13.0,13.0,DRIVEALONEFREE,,,,124,
51935958,519359580,1266730,569617,othmaint,non_mandatory,5.0,21.0,14.0,17.0,WALK,,,,138,
51935955,519359550,1266730,569617,othdiscr,non_mandatory,3.0,21.0,9.0,11.0,BIKE,,,,72,
51937743,519377430,1266774,569661,escort,non_mandatory,24.0,21.0,8.0,8.0,WALK,,,,54,
51937803,519378030,1266775,569662,othmaint,non_mandatory,19.0,21.0,9.0,21.0,WALK,,,,82,
51938300,519383000,1266787,569674,shopping,non_mandatory,11.0,21.0,14.0,17.0,WALK,,,,138,
51941949,519419490,1266876,569763,shopping,non_mandatory,18.0,21.0,13.0,20.0,WALK,,,,131,
51943346,519433460,1266910,569797,social,non_mandatory,11.0,21.0,14.0,21.0,WALK,,,,142,
51944614,519446140,1266941,569828,shopping,non_mandatory,5.0,21.0,13.0,14.0,WALK,,,,125,
51944855,519448550,1266947,569834,othmaint,non_mandatory,13.0,21.0,10.0,11.0,WALK_LOC,,,,86,
51944896,519448960,1266948,569835,othmaint,non_mandatory,8.0,21.0,8.0,17.0,WALK,,,,63,
51949425,519494250,1267059,569946,eatout,non_mandatory,5.0,21.0,14.0,14.0,WALK,,,,135,
51950764,519507640,1267091,569978,shopping,non_mandatory,13.0,21.0,12.0,15.0,TNC_SINGLE,,,,115,
51951092,519510920,1267099,569986,shopping,non_mandatory,11.0,21.0,8.0,12.0,WALK,,,,58,
51954487,519544870,1267182,570069,othdiscr,non_mandatory,16.0,21.0,12.0,14.0,WALK,,,,114,
51954468,519544680,1267182,570069,eatout,non_mandatory,2.0,21.0,10.0,11.0,WALK,,,,86,
51955414,519554140,1267205,570092,escort,non_mandatory,20.0,21.0,8.0,9.0,WALK,,,,55,
51955430,519554300,1267205,570092,othdiscr,non_mandatory,20.0,21.0,11.0,16.0,WALK_LOC,,,,104,
51955441,519554410,1267205,570092,social,non_mandatory,17.0,21.0,17.0,18.0,WALK_LRF,,,,163,
51955684,519556840,1267211,570098,shopping,non_mandatory,25.0,21.0,13.0,13.0,WALK,,,,124,
51962072,519620720,1267367,570254,othdiscr,non_mandatory,14.0,21.0,10.0,14.0,WALK,,,,89,
51963264,519632640,1267396,570283,othmaint,non_mandatory,15.0,21.0,10.0,10.0,TNC_SINGLE,,,,85,
51963884,519638840,1267411,570298,shopping,non_mandatory,11.0,21.0,10.0,10.0,WALK,,,,85,
51964040,519640400,1267415,570302,othdiscr,non_mandatory,7.0,21.0,12.0,17.0,WALK,,,,117,
51966672,519666720,1267479,570366,shopping,non_mandatory,11.0,21.0,10.0,10.0,DRIVEALONEFREE,,,,85,
51968763,519687630,1267530,570417,shopping,non_mandatory,19.0,21.0,7.0,13.0,WALK,,,,43,
51968758,519687580,1267530,570417,othmaint,non_mandatory,5.0,21.0,16.0,18.0,WALK,,,,156,
51969009,519690090,1267536,570423,shopping,non_mandatory,21.0,21.0,11.0,14.0,BIKE,,,,102,
51969668,519696680,1267552,570439,social,non_mandatory,11.0,21.0,9.0,18.0,WALK,,,,79,
51969739,519697390,1267554,570441,othdiscr,non_mandatory,3.0,21.0,18.0,20.0,WALK_LOC,,,,171,
51972822,519728220,1267629,570516,shopping,non_mandatory,24.0,21.0,14.0,18.0,WALK,,,,139,
51972814,519728140,1267629,570516,othdiscr,non_mandatory,15.0,21.0,18.0,23.0,WALK,,,,174,
51972981,519729810,1267633,570520,othmaint,non_mandatory,11.0,21.0,11.0,12.0,WALK,,,,100,
51972978,519729780,1267633,570520,othdiscr,non_mandatory,6.0,21.0,14.0,17.0,WALK,,,,138,
51976835,519768350,1267727,570614,othmaint,non_mandatory,6.0,22.0,12.0,13.0,WALK,,,,113,
51977086,519770860,1267733,570620,shopping,non_mandatory,16.0,22.0,10.0,16.0,WALK,,,,91,
51977906,519779060,1267753,570640,shopping,non_mandatory,25.0,22.0,9.0,10.0,WALK,,,,71,
51978781,519787810,1267775,570662,eatout,non_mandatory,2.0,22.0,15.0,16.0,WALK,,,,146,
51979787,519797870,1267799,570686,othmaint,non_mandatory,5.0,23.0,11.0,17.0,WALK,,,,105,
51979788,519797880,1267799,570686,othmaint,non_mandatory,9.0,23.0,18.0,19.0,WALK_LRF,,,,170,
51980120,519801200,1267807,570694,shopping,non_mandatory,5.0,23.0,12.0,14.0,WALK,,,,114,
51980164,519801640,1267808,570695,social,non_mandatory,24.0,23.0,13.0,15.0,WALK,,,,126,
51980891,519808910,1267826,570713,othdiscr,non_mandatory,7.0,23.0,12.0,20.0,WALK_LRF,,,,120,
51980872,519808720,1267826,570713,eatout,non_mandatory,14.0,23.0,9.0,12.0,WALK,,,,73,
51981036,519810360,1267830,570717,eatout,non_mandatory,11.0,23.0,12.0,19.0,WALK_LRF,,,,119,
51981968,519819680,1267852,570739,social,non_mandatory,5.0,24.0,7.0,19.0,WALK,,,,49,
51982006,519820060,1267853,570740,shopping,non_mandatory,4.0,24.0,10.0,13.0,TAXI,,,,88,
51982001,519820010,1267853,570740,othmaint,non_mandatory,6.0,24.0,13.0,13.0,DRIVEALONEFREE,,,,124,
51982739,519827390,1267871,570758,othmaint,non_mandatory,23.0,24.0,8.0,14.0,WALK,,,,60,
51982826,519828260,1267873,570760,shopping,non_mandatory,23.0,24.0,12.0,13.0,WALK,,,,113,
51983034,519830340,1267878,570765,social,non_mandatory,17.0,24.0,6.0,13.0,WALK,,,,26,
51983154,519831540,1267881,570768,shopping,non_mandatory,16.0,24.0,11.0,16.0,WALK,,,,104,
51983354,519833540,1267886,570773,othmaint,non_mandatory,15.0,24.0,11.0,12.0,WALK,,,,100,
51983906,519839060,1267900,570787,eatout,non_mandatory,16.0,24.0,15.0,17.0,WALK,,,,147,
51984466,519844660,1267913,570800,shopping,non_mandatory,5.0,24.0,13.0,15.0,WALK,,,,126,
51984871,519848710,1267923,570810,othmaint,non_mandatory,24.0,24.0,9.0,15.0,WALK,,,,76,
51985445,519854450,1267937,570824,othmaint,non_mandatory,19.0,24.0,7.0,13.0,WALK_LOC,,,,43,
51991469,519914690,1268084,570971,othdiscr,non_mandatory,23.0,25.0,17.0,19.0,WALK,,,,164,
51992502,519925020,1268109,570996,shopping,non_mandatory,10.0,25.0,13.0,13.0,BIKE,,,,124,
51992497,519924970,1268109,570996,othmaint,non_mandatory,14.0,25.0,14.0,16.0,WALK_LOC,,,,137,
51994593,519945930,1268160,571047,shopping,non_mandatory,2.0,25.0,12.0,13.0,WALK,,,,113,
51996113,519961130,1268197,571084,social,non_mandatory,14.0,25.0,16.0,17.0,WALK,,,,155,
55578764,555787640,1355579,658466,othdiscr,non_mandatory,21.0,7.0,7.0,11.0,WALK,,,,41,
55578765,555787650,1355579,658466,othdiscr,non_mandatory,2.0,7.0,16.0,18.0,WALK,,,,156,
55583356,555833560,1355691,658578,othdiscr,non_mandatory,9.0,9.0,17.0,21.0,WALK,,,,166,
55583357,555833570,1355691,658578,othdiscr,non_mandatory,24.0,9.0,21.0,21.0,SHARED2FREE,,,,184,
55584922,555849220,1355729,658616,shopping,non_mandatory,11.0,10.0,6.0,14.0,WALK,,,,27,
55592461,555924610,1355913,658800,othmaint,non_mandatory,9.0,17.0,12.0,14.0,WALK_LRF,,,,114,
55601683,556016830,1356138,659025,othdiscr,non_mandatory,16.0,21.0,16.0,18.0,WALK,,,,156,
55606652,556066520,1356259,659146,shopping,non_mandatory,17.0,21.0,9.0,12.0,WALK,,,,73,
55609006,556090060,1356317,659204,escort,non_mandatory,9.0,21.0,11.0,12.0,SHARED3FREE,,,,100,
55609022,556090220,1356317,659204,othdiscr,non_mandatory,20.0,21.0,14.0,20.0,BIKE,,,,141,
55609268,556092680,1356323,659210,othdiscr,non_mandatory,6.0,21.0,12.0,14.0,WALK,,,,114,
55609249,556092490,1356323,659210,eatout,non_mandatory,16.0,21.0,15.0,16.0,WALK,,,,146,
55609279,556092790,1356323,659210,social,non_mandatory,9.0,21.0,16.0,21.0,WALK,,,,159,
55610875,556108750,1356362,659249,shopping,non_mandatory,11.0,21.0,12.0,14.0,WALK,,,,114,
55610876,556108760,1356362,659249,shopping,non_mandatory,14.0,21.0,17.0,20.0,TNC_SINGLE,,,,165,
55616077,556160770,1356489,659376,othmaint,non_mandatory,19.0,21.0,10.0,12.0,WALK,,,,87,
55616123,556161230,1356490,659377,shopping,non_mandatory,5.0,21.0,13.0,14.0,WALK,,,,125,
55616124,556161240,1356490,659377,shopping,non_mandatory,12.0,21.0,15.0,17.0,WALK_LOC,,,,147,
55616342,556163420,1356496,659383,eatout,non_mandatory,22.0,21.0,10.0,15.0,WALK,,,,90,
55618086,556180860,1356538,659425,othmaint,non_mandatory,3.0,22.0,8.0,10.0,WALK,,,,56,
55618747,556187470,1356554,659441,shopping,non_mandatory,15.0,22.0,12.0,12.0,WALK_LRF,,,,112,
55618739,556187390,1356554,659441,othdiscr,non_mandatory,12.0,22.0,8.0,10.0,WALK_LRF,,,,56,
58379239,583792390,1423883,701726,social,non_mandatory,2.0,5.0,11.0,23.0,WALK,,,,111,
58379272,583792720,1423884,701726,othmaint,non_mandatory,5.0,5.0,7.0,13.0,WALK,,,,43,
58379895,583798950,1423899,701734,social,non_mandatory,2.0,6.0,13.0,16.0,WALK,,,,127,
58384689,583846890,1424016,701792,shopping,non_mandatory,13.0,7.0,13.0,13.0,WALK,,,,124,
58385627,583856270,1424039,701804,othmaint,non_mandatory,22.0,7.0,7.0,9.0,WALK,,,,39,
58385673,583856730,1424040,701804,shopping,non_mandatory,14.0,7.0,15.0,18.0,WALK,,,,148,
58388915,583889150,1424119,701844,social,non_mandatory,23.0,8.0,9.0,14.0,WALK_LOC,,,,75,
58388945,583889450,1424120,701844,othdiscr,non_mandatory,9.0,8.0,8.0,10.0,WALK,,,,56,
58388926,583889260,1424120,701844,eatout,non_mandatory,5.0,8.0,17.0,19.0,WALK,,,,164,
